ds,y,is_weekend,is_rush_hour,weather_factor,hour,day_of_week,temperature,temp_extreme,precipitation,heavy_rain
2024-01-01 00:00:00,44.0,0,0,0.97,0,0,18.899178173508034,0,0.0,0
2024-01-01 01:00:00,33.0,0,0,0.95,1,0,25.145255588843128,0,0.0,0
2024-01-01 02:00:00,40.0,0,0,0.98,2,0,21.489206846626818,0,0.0,0
2024-01-01 03:00:00,33.0,0,0,1.03,3,0,23.583501391429895,0,0.0,0
2024-01-01 04:00:00,39.0,0,0,1.05,4,0,24.75067882734159,0,1.189451264546056,0
2024-01-01 05:00:00,37.0,0,0,1.04,5,0,23.647554942221753,0,0.0,0
2024-01-01 06:00:00,46.0,0,0,1.03,6,0,23.04186033378865,0,0.0,0
2024-01-01 07:00:00,328.0,0,1,0.98,7,0,25.843226056100438,0,0.0,0
2024-01-01 08:00:00,239.0,0,1,0.91,8,0,29.42710805035598,0,0.0,0
2024-01-01 09:00:00,297.0,0,1,1.06,9,0,29.423951424407058,0,0.0,0
2024-01-01 10:00:00,120.0,0,0,1.06,10,0,24.14840503311911,0,0.0,0
2024-01-01 11:00:00,184.0,0,0,1.09,11,0,22.554962365000655,0,0.0,0
2024-01-01 12:00:00,174.0,0,0,1.07,12,0,33.286636320495305,0,0.0,0
2024-01-01 13:00:00,213.0,0,0,1.06,13,0,26.44081034175929,0,0.0,0
2024-01-01 14:00:00,172.0,0,0,1.04,14,0,28.745848511643878,0,0.0,0
2024-01-01 15:00:00,141.0,0,0,1.09,15,0,28.116602188845967,0,0.0,0
2024-01-01 16:00:00,191.0,0,0,1.07,16,0,28.919870518847485,0,0.0,0
2024-01-01 17:00:00,357.0,0,1,1.07,17,0,24.66900423665863,0,0.0,0
2024-01-01 18:00:00,257.0,0,1,0.95,18,0,22.438730546810046,0,0.0,0
2024-01-01 19:00:00,232.0,0,1,0.76,19,0,23.57362404943907,0,0.0,0
2024-01-01 20:00:00,122.0,0,0,0.91,20,0,25.261414948565335,0,0.0,0
2024-01-01 21:00:00,139.0,0,0,1.0,21,0,25.536762604337657,0,0.0,0
2024-01-01 22:00:00,84.0,0,0,0.96,22,0,26.34814184331811,0,0.0,0
2024-01-01 23:00:00,42.0,0,0,0.94,23,0,25.008320403046636,0,0.0,0
2024-01-02 00:00:00,15.0,0,0,0.5,0,1,22.302937609385616,0,0.0,0
2024-01-02 01:00:00,37.0,0,0,0.97,1,1,24.95221957200943,0,1.0231900188609486,0
2024-01-02 02:00:00,33.0,0,0,0.97,2,1,23.71700314540585,0,0.0,0
2024-01-02 03:00:00,46.0,0,0,1.05,3,1,22.89029137810681,0,0.0,0
2024-01-02 04:00:00,40.0,0,0,0.94,4,1,22.818662948184958,0,0.0,0
2024-01-02 05:00:00,45.0,0,0,1.04,5,1,22.824609003270588,0,0.0,0
2024-01-02 06:00:00,32.0,0,0,1.05,6,1,26.258882269729835,0,0.0,0
2024-01-02 07:00:00,304.0,0,1,0.98,7,1,25.202229184489532,0,0.0,0
2024-01-02 08:00:00,308.0,0,1,1.02,8,1,26.451465956165183,0,0.0,0
2024-01-02 09:00:00,224.0,0,1,0.94,9,1,28.160468811107044,0,0.0,0
2024-01-02 10:00:00,144.0,0,0,1.05,10,1,30.492478993120724,0,0.0,0
2024-01-02 11:00:00,139.0,0,0,0.79,11,1,29.222682643564323,0,0.0,0
2024-01-02 12:00:00,152.0,0,0,0.96,12,1,29.369621306611457,0,2.029085570880166,0
2024-01-02 13:00:00,183.0,0,0,0.99,13,1,27.28183599007774,0,0.0,0
2024-01-02 14:00:00,170.0,0,0,0.9,14,1,27.238443167385828,0,0.0,0
2024-01-02 15:00:00,189.0,0,0,1.09,15,1,22.107948332184655,0,0.0,0
2024-01-02 16:00:00,130.0,0,0,0.75,16,1,25.316845058889324,0,0.0,0
2024-01-02 17:00:00,254.0,0,1,0.99,17,1,22.37378022431833,0,0.0,0
2024-01-02 18:00:00,340.0,0,1,1.01,18,1,28.302128559308137,0,0.0,0
2024-01-02 19:00:00,228.0,0,1,1.07,19,1,27.497148493143314,0,0.0,0
2024-01-02 20:00:00,109.0,0,0,0.95,20,1,25.111338803685662,0,0.0,0
2024-01-02 21:00:00,128.0,0,0,1.07,21,1,24.55955433200785,0,0.0,0
2024-01-02 22:00:00,115.0,0,0,1.03,22,1,23.157800821564884,0,0.0,0
2024-01-02 23:00:00,48.0,0,0,0.98,23,1,21.865883303989325,0,0.0,0
2024-01-03 00:00:00,26.0,0,0,0.57,0,2,25.355931167533786,0,0.9003056013441173,0
2024-01-03 01:00:00,37.0,0,0,1.06,1,2,24.060887303694223,0,0.0,0
2024-01-03 02:00:00,28.0,0,0,0.9,2,2,23.94381462235169,0,0.0,0
2024-01-03 03:00:00,20.0,0,0,0.52,3,2,22.196467698276642,0,0.0,0
2024-01-03 04:00:00,26.0,0,0,1.01,4,2,26.55106931233415,0,0.0,0
2024-01-03 05:00:00,48.0,0,0,1.09,5,2,22.458782196379758,0,0.0,0
2024-01-03 06:00:00,29.0,0,0,0.76,6,2,27.961682105811636,0,0.0,0
2024-01-03 07:00:00,260.0,0,1,1.05,7,2,31.61060657515052,0,0.0,0
2024-01-03 08:00:00,323.0,0,1,1.05,8,2,25.30817587847672,0,1.7576371307248153,0
2024-01-03 09:00:00,327.0,0,1,1.0,9,2,30.75446438264821,0,0.0,0
2024-01-03 10:00:00,209.0,0,0,1.01,10,2,28.22935846259226,0,0.0,0
2024-01-03 11:00:00,178.0,0,0,1.06,11,2,28.31754603484289,0,0.0,0
2024-01-03 12:00:00,214.0,0,0,1.09,12,2,31.660491226092557,0,0.0,0
2024-01-03 13:00:00,171.0,0,0,1.05,13,2,28.02501089973439,0,0.0,0
2024-01-03 14:00:00,184.0,0,0,1.03,14,2,27.83737118327461,0,0.0,0
2024-01-03 15:00:00,100.0,0,0,0.63,15,2,29.95923118322341,0,0.0,0
2024-01-03 16:00:00,162.0,0,0,0.95,16,2,27.429251768487845,0,0.0,0
2024-01-03 17:00:00,243.0,0,1,0.92,17,2,28.04411550871533,0,0.0,0
2024-01-03 18:00:00,267.0,0,1,1.05,18,2,21.691957587824685,0,0.0,0
2024-01-03 19:00:00,235.0,0,1,0.96,19,2,25.859833705781924,0,0.0,0
2024-01-03 20:00:00,113.0,0,0,0.93,20,2,24.255425828491514,0,0.0,0
2024-01-03 21:00:00,123.0,0,0,1.05,21,2,25.332650129304163,0,0.0,0
2024-01-03 22:00:00,93.0,0,0,1.05,22,2,19.98403111739883,0,0.0,0
2024-01-03 23:00:00,45.0,0,0,1.1,23,2,21.64552349700729,0,0.0,0
2024-01-04 00:00:00,46.0,0,0,1.03,0,3,20.50146329983331,0,0.0,0
2024-01-04 01:00:00,23.0,0,0,0.55,1,3,20.433207124834844,0,0.0,0
2024-01-04 02:00:00,46.0,0,0,1.09,2,3,21.67265346264297,0,0.0,0
2024-01-04 03:00:00,37.0,0,0,0.91,3,3,22.597616979908942,0,0.0,0
2024-01-04 04:00:00,35.0,0,0,1.05,4,3,22.95923855470857,0,0.0,0
2024-01-04 05:00:00,41.0,0,0,0.94,5,3,25.17684254346604,0,0.0,0
2024-01-04 06:00:00,39.0,0,0,0.97,6,3,24.244882336152017,0,0.0,0
2024-01-04 07:00:00,274.0,0,1,1.07,7,3,28.328652103271352,0,0.0,0
2024-01-04 08:00:00,247.0,0,1,1.0,8,3,23.268417289525097,0,0.0,0
2024-01-04 09:00:00,234.0,0,1,1.02,9,3,27.104346877443326,0,0.0,0
2024-01-04 10:00:00,135.0,0,0,0.97,10,3,26.4983159188609,0,0.0,0
2024-01-04 11:00:00,89.0,0,0,0.55,11,3,27.05933118735309,0,1.4620095946999285,0
2024-01-04 12:00:00,137.0,0,0,1.01,12,3,30.050489628288208,0,0.0,0
2024-01-04 13:00:00,187.0,0,0,0.9,13,3,26.776487370875667,0,0.0,0
2024-01-04 14:00:00,182.0,0,0,1.06,14,3,31.973092441251218,0,0.0,0
2024-01-04 15:00:00,182.0,0,0,0.92,15,3,28.581575985711158,0,0.0,0
2024-01-04 16:00:00,97.0,0,0,0.54,16,3,27.09422194604347,0,0.0,0
2024-01-04 17:00:00,265.0,0,1,1.06,17,3,25.59853003605347,0,0.0,0
2024-01-04 18:00:00,262.0,0,1,1.0,18,3,21.567899432720857,0,0.0,0
2024-01-04 19:00:00,226.0,0,1,1.03,19,3,21.99123923708737,0,0.0,0
2024-01-04 20:00:00,75.0,0,0,0.76,20,3,24.155055303725035,0,0.0,0
2024-01-04 21:00:00,154.0,0,0,0.99,21,3,22.763657688494867,0,0.0,0
2024-01-04 22:00:00,124.0,0,0,1.06,22,3,24.475306412297577,0,0.0,0
2024-01-04 23:00:00,32.0,0,0,0.93,23,3,23.745852893543564,0,0.0,0
