ds,y,is_weekend,is_rush_hour,weather_factor,hour,day_of_week,temperature,temp_extreme,precipitation,heavy_rain
2024-01-01 00:00:00,41.0,0,0,0.97,0,0,24.179881615076862,0,0.0,0
2024-01-01 01:00:00,48.0,0,0,0.95,1,0,25.66973035341149,0,0.0,0
2024-01-01 02:00:00,59.0,0,0,0.98,2,0,20.556878992947098,0,0.0,0
2024-01-01 03:00:00,57.0,0,0,1.03,3,0,25.73508683073996,0,0.0,0
2024-01-01 04:00:00,54.0,0,0,1.05,4,0,28.012349515256787,0,0.0,0
2024-01-01 05:00:00,52.0,0,0,1.04,5,0,23.529243362782317,0,0.0,0
2024-01-01 06:00:00,37.0,0,0,1.03,6,0,26.031614247553218,0,0.2241769253936052,0
2024-01-01 07:00:00,361.0,0,1,0.98,7,0,30.158742683717048,0,0.0,0
2024-01-01 08:00:00,379.0,0,1,0.91,8,0,26.542203508379004,0,0.3326933470176364,0
2024-01-01 09:00:00,289.0,0,1,1.06,9,0,24.966738392148603,0,0.0,0
2024-01-01 10:00:00,295.0,0,0,1.06,10,0,31.43187418707178,0,0.0,0
2024-01-01 11:00:00,266.0,0,0,1.09,11,0,28.47572878694951,0,0.0,0
2024-01-01 12:00:00,264.0,0,0,1.07,12,0,26.89292440622197,0,0.0,0
2024-01-01 13:00:00,270.0,0,0,1.06,13,0,29.95276209266558,0,0.0,0
2024-01-01 14:00:00,246.0,0,0,1.04,14,0,28.781397088124177,0,0.0,0
2024-01-01 15:00:00,225.0,0,0,1.09,15,0,27.808793686554253,0,0.0,0
2024-01-01 16:00:00,261.0,0,0,1.07,16,0,25.89099576021254,0,0.0,0
2024-01-01 17:00:00,388.0,0,1,1.07,17,0,22.988443733328996,0,0.0,0
2024-01-01 18:00:00,394.0,0,1,0.95,18,0,25.186533727991495,0,0.0,0
2024-01-01 19:00:00,309.0,0,1,0.76,19,0,23.034017928527792,0,0.0,0
2024-01-01 20:00:00,127.0,0,0,0.91,20,0,24.66803466629752,0,0.0,0
2024-01-01 21:00:00,210.0,0,0,1.0,21,0,21.625973984082837,0,0.0,0
2024-01-01 22:00:00,144.0,0,0,0.96,22,0,22.21608440791205,0,0.0,0
2024-01-01 23:00:00,55.0,0,0,0.94,23,0,23.051214419248733,0,0.0,0
2024-01-02 00:00:00,25.0,0,0,0.5,0,1,21.40316707506776,0,3.341500318994499,0
2024-01-02 01:00:00,72.0,0,0,0.97,1,1,19.795279262969032,0,0.7286543468846088,0
2024-01-02 02:00:00,57.0,0,0,0.97,2,1,24.306276829419286,0,0.0,0
2024-01-02 03:00:00,46.0,0,0,1.05,3,1,23.309090949327278,0,0.0,0
2024-01-02 04:00:00,50.0,0,0,0.94,4,1,24.133925170784302,0,0.0,0
2024-01-02 05:00:00,54.0,0,0,1.04,5,1,25.337188547536982,0,0.0,0
2024-01-02 06:00:00,50.0,0,0,1.05,6,1,24.769377038874136,0,0.0,0
2024-01-02 07:00:00,451.0,0,1,0.98,7,1,27.114308032640935,0,0.0,0
2024-01-02 08:00:00,399.0,0,1,1.02,8,1,29.88502239259169,0,0.0,0
2024-01-02 09:00:00,376.0,0,1,0.94,9,1,28.603692638803828,0,0.20193465541076527,0
2024-01-02 10:00:00,225.0,0,0,1.05,10,1,27.35116417004238,0,0.0,0
2024-01-02 11:00:00,163.0,0,0,0.79,11,1,30.302480553630268,0,0.335058598788803,0
2024-01-02 12:00:00,181.0,0,0,0.96,12,1,26.944223092786217,0,0.0,0
2024-01-02 13:00:00,271.0,0,0,0.99,13,1,27.308801951059092,0,0.0,0
2024-01-02 14:00:00,198.0,0,0,0.9,14,1,30.15999776609408,0,0.0,0
2024-01-02 15:00:00,248.0,0,0,1.09,15,1,27.730054420686013,0,0.14533457135838876,0
2024-01-02 16:00:00,185.0,0,0,0.75,16,1,25.21224996882404,0,0.0,0
2024-01-02 17:00:00,387.0,0,1,0.99,17,1,29.573935235468856,0,0.0,0
2024-01-02 18:00:00,412.0,0,1,1.01,18,1,26.424498911888282,0,0.0,0
2024-01-02 19:00:00,309.0,0,1,1.07,19,1,27.320259582566177,0,0.0,0
2024-01-02 20:00:00,153.0,0,0,0.95,20,1,21.435125466051854,0,0.0,0
2024-01-02 21:00:00,153.0,0,0,1.07,21,1,22.553258709120403,0,0.0,0
2024-01-02 22:00:00,163.0,0,0,1.03,22,1,25.087862724414286,0,0.0,0
2024-01-02 23:00:00,57.0,0,0,0.98,23,1,24.004534667323682,0,0.0,0
2024-01-03 00:00:00,23.0,0,0,0.57,0,2,21.80676749986553,0,0.0,0
2024-01-03 01:00:00,72.0,0,0,1.06,1,2,21.303870743973,0,0.0,0
2024-01-03 02:00:00,54.0,0,0,0.9,2,2,19.42684221525142,0,0.0,0
2024-01-03 03:00:00,16.0,0,0,0.52,3,2,22.193030286989774,0,0.0,0
2024-01-03 04:00:00,48.0,0,0,1.01,4,2,28.640166759528576,0,0.0,0
2024-01-03 05:00:00,57.0,0,0,1.09,5,2,22.23416729702738,0,0.0,0
2024-01-03 06:00:00,34.0,0,0,0.76,6,2,27.493443003746233,0,0.0,0
2024-01-03 07:00:00,347.0,0,1,1.05,7,2,26.60712995041604,0,0.0,0
2024-01-03 08:00:00,343.0,0,1,1.05,8,2,26.66487223390277,0,0.0,0
2024-01-03 09:00:00,320.0,0,1,1.0,9,2,27.797867359578323,0,0.0,0
2024-01-03 10:00:00,207.0,0,0,1.01,10,2,31.62043152770735,0,0.0,0
2024-01-03 11:00:00,257.0,0,0,1.06,11,2,28.91368794503888,0,0.0,0
2024-01-03 12:00:00,219.0,0,0,1.09,12,2,28.733755442177642,0,0.0,0
2024-01-03 13:00:00,219.0,0,0,1.05,13,2,23.95419642479019,0,0.0,0
2024-01-03 14:00:00,239.0,0,0,1.03,14,2,25.546848443819737,0,0.0,0
2024-01-03 15:00:00,136.0,0,0,0.63,15,2,30.56529339134942,0,0.0,0
2024-01-03 16:00:00,142.0,0,0,0.95,16,2,28.449619481276944,0,2.2514495882663454,0
2024-01-03 17:00:00,342.0,0,1,0.92,17,2,24.99666537825172,0,0.0,0
2024-01-03 18:00:00,446.0,0,1,1.05,18,2,23.397522179210842,0,0.0,0
2024-01-03 19:00:00,325.0,0,1,0.96,19,2,24.72960301467904,0,0.0,0
2024-01-03 20:00:00,178.0,0,0,0.93,20,2,24.647689510979273,0,0.0,0
2024-01-03 21:00:00,181.0,0,0,1.05,21,2,22.25272171489353,0,0.0,0
2024-01-03 22:00:00,169.0,0,0,1.05,22,2,22.81779350949912,0,0.0,0
2024-01-03 23:00:00,57.0,0,0,1.1,23,2,22.24647628210364,0,0.923974217737189,0
2024-01-04 00:00:00,50.0,0,0,1.03,0,3,17.910539528369796,0,0.0,0
2024-01-04 01:00:00,28.0,0,0,0.55,1,3,22.492136695054494,0,0.0,0
2024-01-04 02:00:00,59.0,0,0,1.09,2,3,19.284144168704266,0,1.6833026658110977,0
2024-01-04 03:00:00,45.0,0,0,0.91,3,3,21.984685977649978,0,0.0,0
2024-01-04 04:00:00,46.0,0,0,1.05,4,3,22.83570831647987,0,0.0,0
2024-01-04 05:00:00,37.0,0,0,0.94,5,3,22.13113650842412,0,0.0,0
2024-01-04 06:00:00,50.0,0,0,0.97,6,3,27.404478889649702,0,0.0,0
2024-01-04 07:00:00,390.0,0,1,1.07,7,3,28.553304599118547,0,0.0,0
2024-01-04 08:00:00,334.0,0,1,1.0,8,3,28.402814090916603,0,0.0,0
2024-01-04 09:00:00,430.0,0,1,1.02,9,3,26.831040150886324,0,0.0,0
2024-01-04 10:00:00,243.0,0,0,0.97,10,3,29.098143582551554,0,0.0,0
2024-01-04 11:00:00,120.0,0,0,0.55,11,3,27.57587191787965,0,0.0,0
2024-01-04 12:00:00,300.0,0,0,1.01,12,3,24.671380458314797,0,0.0,0
2024-01-04 13:00:00,178.0,0,0,0.9,13,3,27.846911113139843,0,0.0,0
2024-01-04 14:00:00,225.0,0,0,1.06,14,3,30.219070536624635,0,0.8928022329308302,0
2024-01-04 15:00:00,225.0,0,0,0.92,15,3,26.912392950625403,0,0.11009468345772679,0
2024-01-04 16:00:00,79.0,0,0,0.54,16,3,25.444871111365224,0,0.0,0
2024-01-04 17:00:00,320.0,0,1,1.06,17,3,24.582676776463725,0,0.0,0
