ds,y,is_weekend,is_rush_hour,weather_factor,hour,day_of_week,temperature,temp_extreme,precipitation,heavy_rain
2024-01-01 00:00:00,36.0,0,0,0.97,0,0,24.809859141238793,0,0.0,0
2024-01-01 01:00:00,29.0,0,0,0.95,1,0,20.549773883945033,0,0.0,0
2024-01-01 02:00:00,35.0,0,0,0.98,2,0,21.7218418231185,0,0.0,0
2024-01-01 03:00:00,39.0,0,0,1.03,3,0,23.308215910770084,0,0.0,0
2024-01-01 04:00:00,34.0,0,0,1.05,4,0,25.16511497508185,0,0.0,0
2024-01-01 05:00:00,35.0,0,0,1.04,5,0,24.9639350456556,0,0.0,0
2024-01-01 06:00:00,36.0,0,0,1.03,6,0,24.00021136020989,0,0.0,0
2024-01-01 07:00:00,246.0,0,1,0.98,7,0,22.601424879099117,0,0.0,0
2024-01-01 08:00:00,187.0,0,1,0.91,8,0,26.042222671984277,0,0.0,0
2024-01-01 09:00:00,244.0,0,1,1.06,9,0,26.702749015905514,0,0.0,0
2024-01-01 10:00:00,133.0,0,0,1.06,10,0,25.530895314723782,0,0.0,0
2024-01-01 11:00:00,137.0,0,0,1.09,11,0,25.22852154546845,0,0.0,0
2024-01-01 12:00:00,165.0,0,0,1.07,12,0,26.88832246456023,0,0.0,0
2024-01-01 13:00:00,159.0,0,0,1.06,13,0,29.014393376853945,0,0.0,0
2024-01-01 14:00:00,162.0,0,0,1.04,14,0,30.20995740046181,0,0.0,0
2024-01-01 15:00:00,148.0,0,0,1.09,15,0,29.20093939962084,0,0.0,0
2024-01-01 16:00:00,139.0,0,0,1.07,16,0,26.010086050138895,0,0.0,0
2024-01-01 17:00:00,216.0,0,1,1.07,17,0,26.303456748547553,0,0.0,0
2024-01-01 18:00:00,211.0,0,1,0.95,18,0,20.99595486871402,0,0.0,0
2024-01-01 19:00:00,182.0,0,1,0.76,19,0,24.72611321621203,0,0.0,0
2024-01-01 20:00:00,92.0,0,0,0.91,20,0,18.30276055530723,0,0.0,0
2024-01-01 21:00:00,86.0,0,0,1.0,21,0,19.359194074762776,0,0.0,0
2024-01-01 22:00:00,115.0,0,0,0.96,22,0,23.050196511486874,0,0.0,0
2024-01-01 23:00:00,40.0,0,0,0.94,23,0,22.32898484876848,0,0.0,0
2024-01-02 00:00:00,13.0,0,0,0.5,0,1,22.735486692658593,0,0.0,0
2024-01-02 01:00:00,27.0,0,0,0.97,1,1,23.152676170970093,0,0.0,0
2024-01-02 02:00:00,34.0,0,0,0.97,2,1,20.644390683140365,0,0.0,0
2024-01-02 03:00:00,31.0,0,0,1.05,3,1,24.448390818558188,0,0.0,0
2024-01-02 04:00:00,34.0,0,0,0.94,4,1,25.127657496926975,0,0.07717475299340312,0
2024-01-02 05:00:00,29.0,0,0,1.04,5,1,21.25742278851552,0,0.1403884628653717,0
2024-01-02 06:00:00,26.0,0,0,1.05,6,1,21.313621136828957,0,0.0,0
2024-01-02 07:00:00,173.0,0,1,0.98,7,1,26.32005816400767,0,0.18516097708316764,0
2024-01-02 08:00:00,257.0,0,1,1.02,8,1,27.933458473142892,0,1.1622029388410289,0
2024-01-02 09:00:00,280.0,0,1,0.94,9,1,25.307239312418425,0,0.0,0
2024-01-02 10:00:00,97.0,0,0,1.05,10,1,27.95104413672981,0,0.0,0
2024-01-02 11:00:00,106.0,0,0,0.79,11,1,27.228381880942194,0,0.0,0
2024-01-02 12:00:00,115.0,0,0,0.96,12,1,28.36348431889562,0,0.0,0
2024-01-02 13:00:00,105.0,0,0,0.99,13,1,29.590525593734007,0,0.0,0
2024-01-02 14:00:00,118.0,0,0,0.9,14,1,26.961995524875455,0,0.9740553379569203,0
2024-01-02 15:00:00,151.0,0,0,1.09,15,1,28.592609781639965,0,0.0,0
2024-01-02 16:00:00,80.0,0,0,0.75,16,1,23.337951358289956,0,0.7047902884710877,0
2024-01-02 17:00:00,200.0,0,1,0.99,17,1,23.175355034386662,0,0.0,0
2024-01-02 18:00:00,237.0,0,1,1.01,18,1,24.289006589417433,0,0.0,0
2024-01-02 19:00:00,205.0,0,1,1.07,19,1,22.036278294783404,0,0.0,0
2024-01-02 20:00:00,84.0,0,0,0.95,20,1,22.82016146390238,0,0.0,0
2024-01-02 21:00:00,116.0,0,0,1.07,21,1,23.66100921217851,0,0.0,0
2024-01-02 22:00:00,111.0,0,0,1.03,22,1,24.875768792141955,0,0.0,0
2024-01-02 23:00:00,31.0,0,0,0.98,23,1,17.74927626178652,0,0.0,0
2024-01-03 00:00:00,15.0,0,0,0.57,0,2,23.235477637519224,0,0.0,0
2024-01-03 01:00:00,33.0,0,0,1.06,1,2,23.10552444570945,0,0.0,0
2024-01-03 02:00:00,36.0,0,0,0.9,2,2,23.15293969427443,0,0.0,0
2024-01-03 03:00:00,17.0,0,0,0.52,3,2,24.761206656957864,0,0.0,0
2024-01-03 04:00:00,33.0,0,0,1.01,4,2,24.559506750230693,0,0.0,0
2024-01-03 05:00:00,30.0,0,0,1.09,5,2,27.95262117980016,0,0.0,0
2024-01-03 06:00:00,15.0,0,0,0.76,6,2,24.94749328657427,0,0.0,0
2024-01-03 07:00:00,246.0,0,1,1.05,7,2,26.17809748943346,0,0.0,0
2024-01-03 08:00:00,245.0,0,1,1.05,8,2,26.27209702077049,0,0.6388756473505566,0
2024-01-03 09:00:00,240.0,0,1,1.0,9,2,24.642627193809,0,0.0,0
2024-01-03 10:00:00,100.0,0,0,1.01,10,2,27.28664882915198,0,0.0,0
2024-01-03 11:00:00,138.0,0,0,1.06,11,2,27.463483796871994,0,0.0,0
2024-01-03 12:00:00,127.0,0,0,1.09,12,2,25.897990590184534,0,0.0,0
2024-01-03 13:00:00,135.0,0,0,1.05,13,2,28.018793094470734,0,0.0,0
2024-01-03 14:00:00,121.0,0,0,1.03,14,2,26.440717685451098,0,0.0,0
2024-01-03 15:00:00,77.0,0,0,0.63,15,2,23.475781863864775,0,0.31704436192288443,0
